amount,asset_id,atomicity_violation_flag,buyer,cash_amt,cash_ccy,ccy,ccy1,ccy2,coll_lock_amt,coll_lock_dur,exc_count,fee_total,flow,fx_flag,hold_time,holds_count,juris_dst,juris_src,latency,liq_lock_amt,liq_lock_dur,manual_review_flag,msg_quality,n_checkpoints,notional,partyA,partyB,price,qty,queue_time,rate,receiver,repair_due_to_missing_data_flag,retry_count,rework_time,scenario,seed,seller,sender,status,stp_flag,t_final,t_init,trace_pack_completeness,trace_pack_handoff_consistency,trace_pack_standardization,trace_pack_world_hint,trace_score,tx_id,urgency,world
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,13.406972965236577,0.0,0.0,False,0.7334270329210926,6,1590.703643377592,A004,A018,,,0.0,1.0478736968859381,,False,0,0.0,S0,10,,,SETTLED,True,156.11801536727813,142.71104240204156,0.7152608092229373,0.6940547107561974,0.7463054158818248,shared,0.724495000340629,S0-PVP-00000049,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,13.617506058045848,0.0,0.0,False,0.8493187660343122,6,1886.984233182579,A015,A018,,,0.0,0.9958178170276927,,False,0,0.0,S0,10,,,SETTLED,True,157.0246730707441,143.40716701269824,0.7771327699477903,0.8721966218869177,0.8533246408196072,shared,0.840258312944588,S0-PVP-00000050,,A
707.6674186689445,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,0,4.0,1,J01,J01,8.058601982521026,0.0,0.0,False,0.8627742540573369,6,,,,,,2.5,,A018,False,0,0.0,S0,10,,A000,SETTLED,False,160.24936018099206,152.19075819847103,0.7986668537225475,0.8285325433810634,0.8628187134067546,shared,0.8431133237250079,S0-XBPAY-00000025,0,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,13.47963809323494,0.0,0.0,False,0.924991551485409,6,1252.8473135771992,A009,A018,,,0.0,1.019015556178625,,False,0,0.0,S0,10,,,SETTLED,True,161.28901511036534,147.8093770171304,0.9457684173903128,1.0,0.94156759464926,shared,0.9474638230020783,S0-PVP-00000051,,A
392.8036483332005,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J02,J00,9.496272494310062,0.0,0.0,False,0.8395253162398585,6,,,,,,2.5,,A011,False,0,0.0,S0,10,,A007,SETTLED,True,162.74717336396853,153.25090086965847,0.8113304301550678,0.8969391821793106,0.8572517148592265,shared,0.8489143919346644,S0-XBPAY-00000026,1,A
338.75640048917774,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,0,0.0,0,J01,J00,6.774785537002458,0.0,0.0,False,0.9853113393788973,6,,,,,,2.5,,A000,False,0,0.0,S0,10,,A008,SETTLED,True,164.38688587249422,157.61210033549176,1.0,0.8747902374822931,0.9176062150309167,shared,0.9526038262542009,S0-XBPAY-00000027,1,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,3.843635629532173,0.0,0.0,False,1.0,6,2827.6605266107067,A019,A014,,,0.0,1.0621841717818539,,False,0,0.0,S0,10,,,SETTLED,True,166.67080922522766,162.82717359569548,1.0,0.9728738317434914,0.9780910603103208,shared,0.9901929784107626,S0-PVP-00000052,,A
,ASSET1,False,A004,647.8704170487526,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,11.11141017580303,0.0,0.0,False,0.626215513617613,6,,,,61.217140512883745,10.58315386215078,0.0,,,False,0,0.0,S0,10,A002,,SETTLED,True,171.85715545707046,160.74574528126743,0.5223940215344245,0.6012397153306868,0.5382909573195958,shared,0.5828711442839866,S0-DVP-00000078,,A
1728.509224065544,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,0,0.0,0,J02,J02,10.69679064635261,0.0,0.0,False,0.727983314091828,6,,,,,,2.5,,A010,False,0,0.0,S0,10,,A011,SETTLED,True,174.71132712903326,164.01453648268065,0.7422528200293643,0.7866122666879801,0.6747533654609527,shared,0.7319170160723907,S0-XBPAY-00000028,0,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,1.767198000650069,0.0,0.0,False,0.7650882575127206,6,2084.5328582692823,A003,A007,,,0.0,1.0223277517428704,,False,0,0.0,S0,10,,,SETTLED,True,189.6698257351826,187.90262773453253,0.8144919301976893,0.7466597667975168,0.8918458190269015,shared,0.7966348062095099,S0-PVP-00000054,,A
427.90896422002163,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J00,J02,4.4749733045259745,0.0,0.0,False,0.7079031656274716,6,,,,,,2.5,,A015,False,0,0.0,S0,10,,A002,SETTLED,True,192.94921275020812,188.47423944568214,0.7466068875021715,0.732670419032322,0.7821111329734448,shared,0.7354389541525763,S0-XBPAY-00000033,1,A
,ASSET1,False,A002,1213.915084754157,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,4.139548297233432,0.0,0.0,False,0.754203084086433,6,,,,147.3890630749496,8.236127290780473,0.0,,,False,0,0.0,S0,10,A010,,SETTLED,True,193.37969277148056,189.24014447424713,0.760840904116768,0.6903621783482956,0.6342219172042072,shared,0.7187662335684274,S0-DVP-00000081,,A
,ASSET1,False,A002,688.2365865045996,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,14.630259594275401,0.0,0.0,False,0.8168598015099476,6,,,,86.75112340486722,7.933460219213551,0.0,,,False,0,0.0,S0,10,A003,,SETTLED,True,194.19508294600473,179.56482335172933,0.7886213506707473,0.8198843098000216,0.837067528431014,shared,0.8158585583843357,S0-DVP-00000079,,A
,ASSET1,False,A014,542.9208344843227,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,3.2480610980705364,0.0,0.0,False,0.89705070306744,6,,,,88.3474274371491,6.145293080215152,0.0,,,False,0,0.0,S0,10,A011,,SETTLED,True,195.69196432603493,192.4439032279644,0.8948002752935084,0.9706424425122877,0.9284402699070271,shared,0.9175968787695407,S0-DVP-00000083,,A
,ASSET1,False,A010,1032.78092695763,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,10.949480002550956,0.0,0.0,False,0.8676958707629177,6,,,,82.65415524028728,12.495208788417115,0.0,,,False,0,0.0,S0,10,A005,,SETTLED,True,197.29363279922174,186.34415279667078,0.8267794578854696,0.8594041630320611,0.955617261850393,shared,0.875438524858752,S0-DVP-00000080,,A
,ASSET1,False,A004,1125.4782174292209,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,7.138833645718165,0.0,0.0,False,0.7801022381004371,6,,,,106.14070045160187,10.603644150081875,0.0,,,False,0,0.0,S0,10,A010,,SETTLED,True,198.21919267521366,191.0803590294955,0.813134299522718,0.8755895680846679,0.7207782881113094,shared,0.793941326383914,S0-DVP-00000082,,A
