amount,asset_id,atomicity_violation_flag,buyer,cash_amt,cash_ccy,ccy,ccy1,ccy2,coll_lock_amt,coll_lock_dur,exc_count,fee_total,flow,fx_flag,hold_time,holds_count,juris_dst,juris_src,latency,liq_lock_amt,liq_lock_dur,manual_review_flag,msg_quality,n_checkpoints,notional,partyA,partyB,price,qty,queue_time,rate,reason,receiver,repair_due_to_missing_data_flag,retry_count,rework_time,scenario,seed,seller,sender,status,stp_flag,t_fail,t_final,t_init,trace_pack_completeness,trace_pack_handoff_consistency,trace_pack_standardization,trace_pack_world_hint,trace_score,tx_id,urgency,world
1378.4362964515487,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J02,J00,7.97278206039087,0.0,0.0,False,0.8307751005271686,6,,,,,,2.5,,,A001,False,0,0.0,S0,11,,A000,SETTLED,True,,118.45573535837919,110.48295329798832,0.7725588825678629,0.734005289683809,0.8173979691783715,shared,0.7971024684968762,S0-XBPAY-00000028,1,A
958.580140249112,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J00,J01,8.547492152058183,0.0,0.0,False,0.7011915735838861,6,,,,,,2.5,,,A000,False,0,0.0,S0,11,,A005,SETTLED,True,,119.99262736362645,111.44513521156827,0.7246160640287695,0.7512452644185088,0.6597280338018537,shared,0.7075945018833809,S0-XBPAY-00000029,2,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,14.81177745225608,0.0,0.0,False,0.7865009543572259,6,2197.052160753907,A013,A003,,,0.0,0.9555608926355313,,,False,0,0.0,S0,11,,,SETTLED,True,,121.68992510758088,106.8781476553248,0.7437387181895014,0.6764420800628645,0.759434978075464,shared,0.7505235370084564,S0-PVP-00000063,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,6.359485650423906,0.0,0.0,False,0.6676488122772317,6,2791.0110221432633,A013,A009,,,0.0,0.9521272970356757,,,False,0,0.0,S0,11,,,SETTLED,True,,127.98676341301974,121.62727776259584,0.5901430521507944,0.5231544689196229,0.6764681978053344,shared,0.6250126686860431,S0-PVP-00000067,,A
861.8454823463828,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J02,J00,10.904350479664231,0.0,0.0,False,0.7775588081164763,6,,,,,,2.5,,,A009,False,0,0.0,S0,11,,A012,SETTLED,True,,129.40947708667798,118.50512660701375,0.6807572402227028,0.7316101901904726,0.9092807905802056,shared,0.7753531674452668,S0-XBPAY-00000030,0,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,8.814610433786314,0.0,0.0,False,0.7949205661162535,6,1061.5876407608932,A012,A009,,,0.0,1.0959323003136638,,,False,0,0.0,S0,11,,,SETTLED,True,,130.05073734408379,121.23612691029747,0.7971169321359554,0.8114524429988337,0.8373796837871802,shared,0.8071580382308954,S0-PVP-00000066,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,11.350137603021722,0.0,0.0,False,0.8849267138106678,6,2046.293622879336,A014,A009,,,0.0,0.9856352792197141,,,False,0,0.0,S0,11,,,SETTLED,True,,131.3993840476508,120.04924644462909,0.9368432102553104,0.8825324178076345,0.8108397458107846,shared,0.880013760299013,S0-PVP-00000065,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,8.493485476390788,0.0,0.0,False,0.8246274358907332,6,2109.1826758835364,A005,A003,,,0.0,1.0294155585244287,,,False,0,0.0,S0,11,,,SETTLED,True,,133.17000149783567,124.67651602144488,0.7817618234432784,0.866511929336846,0.8801466392601871,shared,0.8355350527643556,S0-PVP-00000068,,A
668.6627850218592,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J01,J00,13.10249972101957,0.0,0.0,False,0.7738647264904392,6,,,,,,2.5,,,A002,False,0,0.0,S0,11,,A004,SETTLED,True,,133.81417662977773,120.71167690875816,0.8098077851532663,0.8082027482180115,0.8789344427998146,shared,0.8089348858303942,S0-XBPAY-00000031,0,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,2.934635135727575,0.0,0.0,False,0.776776742892047,6,1671.9477933271821,A009,A006,,,0.0,1.0165583230460076,,,False,0,0.0,S0,11,,,SETTLED,True,,134.91600691260035,131.98137177687278,0.7599134164496237,0.7592956501287761,0.8674475692297142,shared,0.7880420243184416,S0-PVP-00000069,,A
1396.338762328112,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,0,0.0,0,J00,J00,6.13964713568123,0.0,0.0,False,0.8841400116836283,6,,,,,,2.5,,,A018,False,0,0.0,S0,11,,A006,SETTLED,True,,135.01293108236123,128.87328394668,0.8580281674808079,0.8184629369909758,0.9048644606319769,shared,0.8699271176942034,S0-XBPAY-00000032,1,A
,ASSET1,False,A009,455.46339348598605,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,4.608026142692353,0.0,0.0,False,1.0,6,,,,69.69482273857268,6.5351108674806815,0.0,,,,False,0,0.0,S0,11,A011,,SETTLED,True,,137.40905207762864,132.8010259349363,1.0,0.8550502126656524,1.0,shared,0.9710100425331305,S0-DVP-00000103,,A
,,True,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,23.3120183901502,0.0,0.0,True,0.8941971983795924,6,2342.0383701803653,A003,A008,,,0.0,0.9940038659416445,LEG2_FAIL_UNWIND,,False,0,20.918888260394212,S0,11,,,FAILED,False,137.99988836820108,,114.68786997805088,0.9185750366962403,1.0,0.8647850340539208,shared,0.9143508935018692,S0-PVP-00000064,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,7.071877625218093,0.0,0.0,False,1.0,6,2936.395323813814,A009,A015,,,0.0,1.0066140965293853,,,False,0,0.0,S0,11,,,SETTLED,True,,141.92843306452835,134.85655543931026,1.0,1.0,1.0,shared,1.0,S0-PVP-00000071,,A
,ASSET1,False,A005,819.2615238296067,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,6.4027160451046825,0.0,0.0,False,0.7677083012328338,6,,,,73.15722649917359,11.198641105385008,0.0,,,,False,0,0.0,S0,11,A013,,SETTLED,True,,143.3391099532609,136.93639390815622,0.7307318937237332,0.8242859479028829,0.8513820224383553,shared,0.788363293306128,S0-DVP-00000104,,A
,ASSET1,False,A001,802.3415448863218,EUR,,,,0.0,0.0,0,1.0,DVP,1,0.0,0,,,22.83203829331991,0.0,0.0,False,0.8865077089655159,6,,,,107.88528086824375,7.436988052764968,0.0,,,,False,0,0.0,S0,11,A017,,SETTLED,True,,146.09647741043506,123.26443911711515,0.8755417710423419,0.8796156915918492,0.9174736286736735,shared,0.8891293018477793,S0-DVP-00000100,,A
,ASSET1,False,A012,832.7700470200601,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,20.953180860837037,0.0,0.0,False,0.6755485171857172,6,,,,95.83236783297336,8.689861952190293,0.0,,,,False,0,0.0,S0,11,A002,,SETTLED,True,,147.35407502976506,126.40089416892802,0.6124924868450131,0.7076244123546738,0.6132473300535342,shared,0.6568922527249311,S0-DVP-00000102,,A
,ASSET1,False,A017,915.1897137768756,USD,,,,0.0,0.0,0,1.0,DVP,1,0.0,0,,,39.529340927289724,0.0,0.0,False,0.8701478810082719,6,,,,104.19596068702425,8.78335117544385,0.0,,,,False,0,0.0,S0,11,A014,,SETTLED,True,,147.59493043901736,108.06558951172764,0.8647795688399617,0.933254601823338,0.8005701988574473,shared,0.8677800263074582,S0-DVP-00000098,,A
,ASSET1,False,A019,1400.4381890783482,USD,,,,0.0,0.0,0,1.0,DVP,1,0.0,0,,,25.302264956640997,0.0,0.0,False,0.7716122446896989,6,,,,108.78968764660014,12.872894659166844,0.0,,,,False,0,0.0,S0,11,A006,,SETTLED,True,,150.98701925364983,125.68475429700884,0.7547896373109677,0.6608609822969747,0.8045186198591878,shared,0.7526787457693056,S0-DVP-00000101,,A
792.4079616881356,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,0,4.0,1,J01,J02,13.482738558678932,0.0,0.0,False,0.7148366976289243,6,,,,,,2.5,,,A005,False,0,0.0,S0,11,,A009,SETTLED,False,,151.65974147392325,138.17700291524432,0.6462226221295119,0.6819982519768761,0.6132040302704245,shared,0.6742196599269322,S0-XBPAY-00000033,0,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,20.4336608601472,0.0,0.0,False,0.8843080355942992,6,1557.7289870904624,A002,A016,,,0.0,0.9877687993316868,,,False,0,0.0,S0,11,,,SETTLED,True,,153.52931965027256,133.09565879012536,0.8396273632026888,0.8085416399233114,0.860211464639395,shared,0.8553993077907988,S0-PVP-00000070,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,2.281019895042135,0.0,0.0,False,0.7949281046059148,6,2648.9270347362108,A010,A012,,,0.0,1.0476751454654634,,,False,0,0.0,S0,11,,,SETTLED,True,,156.31787157929716,154.03685168425503,0.7785120539669959,0.8399432188860058,0.7768747639211814,shared,0.7970372491972025,S0-PVP-00000073,,A
,ASSET1,False,A010,1608.4989476260225,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,3.9628618501315316,0.0,0.0,False,0.9421393629463667,6,,,,137.82519439945884,11.670572674572902,0.0,,,,False,0,0.0,S0,11,A003,,SETTLED,True,,156.95781806489487,152.99495621476333,0.9408362929985631,0.862588528903724,0.8957657929494238,shared,0.9166938681488889,S0-DVP-00000108,,A
,ASSET1,False,A019,1455.9609708518267,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,7.23825243476486,0.0,0.0,False,0.7635238361571625,6,,,,100.7273566737176,14.454474126309771,0.0,,,,False,0,0.0,S0,11,A006,,SETTLED,True,,157.35583752361975,150.1175850888549,0.7593876739014453,0.6859307358639322,0.7834346551146361,shared,0.7511601474388677,S0-DVP-00000106,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,20.91770270249279,0.0,0.0,False,0.8073199011043763,6,2952.893607650073,A010,A009,,,0.0,0.9493259522611255,,,False,0,0.0,S0,11,,,SETTLED,True,,157.70135821084114,136.78365550834835,0.7896214341044641,0.8169801919047787,0.8223869577621842,shared,0.808725677196036,S0-PVP-00000072,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,1.4578001892299142,0.0,0.0,False,0.8665337658350846,6,1842.0469171389448,A016,A002,,,0.0,1.054622687528496,,,False,0,0.0,S0,11,,,SETTLED,True,,158.4317894825362,156.9739892933063,0.8524827952306842,0.9728784390172653,0.8381402332735386,shared,0.8793137998383316,S0-PVP-00000074,,A
1844.6877987394264,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J00,J00,7.040928490540779,0.0,0.0,False,0.7583835706630778,6,,,,,,2.5,,,A004,False,0,0.0,S0,11,,A019,SETTLED,True,,160.27272503031503,153.23179653977425,0.6717231939241914,0.6491349020464634,0.8026821269291979,shared,0.7280614728452016,S0-XBPAY-00000035,0,A
1580.9056957752427,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J02,J02,15.031136023096025,0.0,0.0,False,0.7921741419775165,6,,,,,,2.5,,,A017,False,0,0.0,S0,11,,A009,SETTLED,True,,163.23584848879167,148.20471246569565,0.810130295500894,0.8589982156499365,0.7028214682679143,shared,0.7912596526747555,S0-XBPAY-00000034,2,A
,ASSET1,False,A003,893.2264944380065,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,4.180760904989,0.0,0.0,False,0.6936758551547934,6,,,,99.08549792590031,9.014704604966443,0.0,,,,False,0,0.0,S0,11,A018,,SETTLED,True,,168.73261720244872,164.55185629745972,0.7121376005132406,0.5451681290918149,0.650154289975167,shared,0.6589623459779619,S0-DVP-00000110,,A
1094.3796515668678,,False,,,,EUR,,,0.0,0.0,1,1.0,XBPAY,1,0.0,0,J01,J00,9.315067311497728,0.0,0.0,True,0.9093861331279569,6,,,,,,2.5,,,A010,True,0,4.093043341275205,S0,11,,A019,SETTLED,False,,170.295966953406,160.98089964190828,0.9887318928980828,0.981257752445237,0.8993213684060332,shared,0.9376166560010534,S0-XBPAY-00000036,1,A
,ASSET1,False,A013,1921.8167459665558,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,18.939666643081154,0.0,0.0,False,0.7506470982489407,6,,,,126.53087241301512,15.18852047185344,0.0,,,,False,0,0.0,S0,11,A007,,SETTLED,True,,171.13237972265054,152.1927130795694,0.7707365422701941,0.7581371949229604,0.7074092325759231,shared,0.7475154332533918,S0-DVP-00000107,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,10.901209660705888,0.0,0.0,False,0.7948034058239333,6,2149.23369816214,A003,A005,,,0.0,1.0246248877310211,,,False,0,0.0,S0,11,,,SETTLED,True,,171.51924154444237,160.61803188373648,0.7680013466417644,0.938392703743393,0.8149393536759161,shared,0.8221880431417881,S0-PVP-00000075,,A
1097.846912366367,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J01,J00,3.9721592088036175,0.0,0.0,False,0.821742532835664,6,,,,,,2.5,,,A011,False,0,0.0,S0,11,,A018,SETTLED,True,,171.52120034742126,167.54904113861764,0.7348728549089403,0.7965320339010549,0.8404414427449258,shared,0.8030662794452499,S0-XBPAY-00000039,1,A
251.30348843580748,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,0,0.0,0,J00,J02,7.1491105718303345,0.0,0.0,False,0.67534080085029,6,,,,,,2.5,,,A012,False,0,0.0,S0,11,,A009,SETTLED,True,,172.92302349516464,165.7739129233343,0.692815620730269,0.6566044583400721,0.6653408800432294,shared,0.67308851216283,S0-XBPAY-00000038,1,A
492.8549072484378,,False,,,,EUR,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J00,J02,13.628180266414262,0.0,0.0,False,0.875244615801689,6,,,,,,2.5,,,A013,False,0,0.0,S0,11,,A017,SETTLED,True,,175.50549055361864,161.87731028720438,0.9707592592375425,0.8400058970222599,0.8868122373816593,shared,0.8896133250489681,S0-XBPAY-00000037,2,A
,ASSET1,False,A016,1027.0600002288859,USD,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,14.480259963851324,0.0,0.0,False,0.6301830507445794,6,,,,90.93305713520851,11.294682402481516,0.0,,,,False,0,0.0,S0,11,A014,,SETTLED,True,,176.83375879221276,162.35349882836144,0.7000888579100187,0.5832803986898729,0.6534301902491635,shared,0.6394331096676429,S0-DVP-00000109,,A
1152.9663058228036,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J01,J00,7.6962838149035235,0.0,0.0,False,0.67746034142323,6,,,,,,2.5,,,A011,False,0,0.0,S0,11,,A000,SETTLED,True,,177.05045599773192,169.3541721828284,0.7372184524972162,0.6853831070384749,0.6737500536639643,shared,0.6902544592092231,S0-XBPAY-00000040,1,A
,ASSET1,False,A005,1506.7491614976025,EUR,,,,0.0,0.0,0,1.0,DVP,0,0.0,0,,,32.723221254907855,0.0,0.0,False,0.8473316019949637,6,,,,139.814217259491,10.776795028656645,0.0,,,,False,0,0.0,S0,11,A002,,SETTLED,True,,179.3902224142478,146.66700115933995,0.9066426418987026,0.7202639372734178,0.8454368001156763,shared,0.8334013166555448,S0-DVP-00000105,,A
2101.2757702507424,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,1,0.0,0,J02,J01,2.7603280693671763,0.0,0.0,False,0.9182009487278198,6,,,,,,2.5,,,A009,False,0,0.0,S0,11,,A005,SETTLED,True,,192.89241733000642,190.13208926063925,0.9225577294913064,0.8253242600960375,0.968100313875607,shared,0.9104768401837182,S0-XBPAY-00000041,1,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,10.411826893929174,0.0,0.0,False,0.8203866099927897,6,2009.466849795825,A016,A012,,,0.0,0.9778709140483623,,,False,0,0.0,S0,11,,,SETTLED,True,,193.33002628679594,182.91819939286677,0.832838180631824,0.8123926453538212,0.8171915198780324,shared,0.8206391131698514,S0-PVP-00000077,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,15.132304384430455,0.0,0.0,False,0.8441590514743136,6,1993.228415787015,A004,A013,,,0.0,0.96717357361797,,,False,0,0.0,S0,11,,,SETTLED,True,,194.14337424090903,179.01106985647857,0.9065829793766939,0.8183513402080037,0.8199764116872323,shared,0.8466457668441114,S0-PVP-00000076,,A
,,False,,,,,USD,EUR,0.0,0.0,0,1.0,PVP,,0.0,0,,,6.2249985515733215,0.0,0.0,False,0.9099350372789263,6,3205.3621223838327,A015,A010,,,0.0,0.9228877132924694,,,False,0,0.0,S0,11,,,SETTLED,True,,196.75194634584233,190.526947794269,0.8928410925614749,0.9983432597672388,0.8095534801476355,shared,0.9041215814068404,S0-PVP-00000079,,A
204.18518426107403,,False,,,,USD,,,0.0,0.0,0,1.0,XBPAY,0,0.0,0,J00,J00,3.4935620491798716,0.0,0.0,False,0.828579808650585,6,,,,,,2.5,,,A012,False,0,0.0,S0,11,,A004,SETTLED,True,,199.28812580704067,195.7945637578608,0.8699386038140382,0.8025539853575722,0.8676060700551053,shared,0.8394516553055772,S0-XBPAY-00000043,2,A
